Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2678.621009
NCW29,OUT035,2189.863111
FDO11,OUT013,4120.885106
NCM31,OUT049,2138.010684
FDV35,OUT019,376.2144411
FDF58,OUT017,1120.238288
NCE43,OUT049,3179.131459
FDA02,OUT035,2698.813033
DRL37,OUT010,142.0903499
FDR24,OUT018,1384.894165
FDW59,OUT049,1322.038188
FDS22,OUT049,871.7831828
FDW24,OUT017,829.1735618
FDU24,OUT035,1581.654249
FDA21,OUT027,5289.539882
FDH58,OUT027,3019.813028
FDW36,OUT018,1422.067185
FDI45,OUT027,4799.015142
FDU01,OUT018,2581.229555
FDF35,OUT027,2891.320857
FDU43,OUT019,490.4317089
FDE24,OUT019,289.7317487
FDK50,OUT049,2703.101056
FDG31,OUT045,995.1784176
FDC60,OUT045,1588.19811
FDL36,OUT013,1382.28528
FDP21,OUT013,3072.563947
FDW16,OUT045,1346.624968
FDX02,OUT017,3823.119091
FDQ58,OUT027,3889.437679
FDT51,OUT046,1878.623989
FDD59,OUT049,1296.479382
NCM42,OUT018,1635.499156
FDA57,OUT018,752.2632847
FDZ48,OUT035,1531.889234
FDE46,OUT045,2524.99673
NCZ30,OUT019,332.7517827
FDB56,OUT017,3294.192534
FDA25,OUT027,2760.578321
FDD20,OUT013,2044.155643
FDL25,OUT013,1458.715543
NCO18,OUT049,3298.198424
FDJ45,OUT017,727.1049567
FDR12,OUT035,2914.692361
NCF19,OUT010,158.9900686
FDK25,OUT046,2835.33822
NCR17,OUT046,1992.714109
FDC52,OUT046,2571.502128
NCA54,OUT017,3239.293147
FDR45,OUT010,507.4115323
NCM19,OUT049,1896.267011
FDF39,OUT027,5762.279908
FDX23,OUT049,1469.57694
FDD58,OUT027,2878.334134
FDX28,OUT013,1669.650101
NCD31,OUT013,2795.062528
FDU57,OUT018,2391.286247
FDI27,OUT046,814.8876134
NCM42,OUT046,1739.862595
FDD32,OUT027,2474.550482
FDI34,OUT013,3683.796362
NCM29,OUT049,1991.02657
FDG46,OUT018,1712.47569
DRC01,OUT010,192.7821699
FDB15,OUT027,5982.286539
NCA17,OUT027,3863.91577
FDF10,OUT046,2823.908833
FDR26,OUT027,5159.930566
FDI02,OUT049,1752.329572
NCM54,OUT010,276.7103428
FDF14,OUT013,2408.097793
FDJ33,OUT010,279.2070257
FDM20,OUT035,4098.375198
FDC03,OUT027,5468.31286
NCX05,OUT046,1955.786084
NCM41,OUT027,2843.342818
NCU29,OUT010,406.3655994
FDQ59,OUT017,1344.003716
FDH46,OUT010,225.4637577
FDH09,OUT013,832.5652908
NCD06,OUT045,812.9107212
FDC15,OUT035,2539.588183
DRD37,OUT027,1621.283665
FDT28,OUT027,3898.116007
FDR28,OUT027,4311.332697
FDT38,OUT017,1355.699538
FDV34,OUT027,2204.110341
FDY52,OUT035,1116.42732
FDB34,OUT013,1470.293853
DRL23,OUT018,1494.79611
DRB24,OUT046,2321.302131
FDJ50,OUT046,984.2022363
FDQ49,OUT035,2533.913619
FDP20,OUT035,2033.749226
FDV19,OUT027,4428.610882
NCR54,OUT045,2883.025321
FDO09,OUT010,571.3472616
FDS57,OUT018,1885.347292
FDN10,OUT049,2135.064256
FDV23,OUT049,1996.195376
FDY28,OUT049,3749.906706
DRG51,OUT013,2740.142966
FDD45,OUT019,263.7242159
NCL18,OUT027,4989.853666
NCM29,OUT013,2118.86741
FDF17,OUT027,4971.116667
FDE22,OUT017,2677.71713
FDQ22,OUT017,741.8923715
FDS01,OUT013,3258.690127
FDW35,OUT027,1728.557756
FDJ33,OUT046,2005.059119
NCF54,OUT035,3142.333601
FDE09,OUT013,1600.850561
NCE06,OUT045,2554.733746
DRH49,OUT049,1326.714088
FDY43,OUT045,2676.10173
NCT05,OUT017,4010.606855
FDZ34,OUT045,2988.613537
FDL38,OUT017,1467.871704
FDZ31,OUT017,3108.341533
FDR14,OUT035,940.2859996
NCN54,OUT049,1393.426596
NCC42,OUT027,3192.29377
FDK08,OUT017,1702.214871
FDP59,OUT013,1775.43523
FDV22,OUT035,2971.948876
FDD33,OUT035,3736.223659
DRE60,OUT027,5284.194873
FDK52,OUT046,3769.804096
FDA02,OUT017,2516.467273
FDM56,OUT049,1607.521756
FDE57,OUT035,2147.658676
FDM32,OUT045,1364.827138
NCQ30,OUT027,2846.315405
FDQ27,OUT027,2759.8538
FDT60,OUT027,3057.025333
FDU43,OUT049,3795.550284
NCO55,OUT035,1700.507236
FDG02,OUT045,2682.383758
FDJ28,OUT013,3218.916676
FDP40,OUT045,1836.852743
FDJ38,OUT045,3225.556833
NCC54,OUT017,3766.552086
NCZ41,OUT046,2040.106909
FDK38,OUT019,361.0070437
FDU52,OUT013,2302.325645
FDC40,OUT046,1246.251469
NCR30,OUT017,1223.902461
NCN18,OUT017,1919.660298
FDB50,OUT035,1440.679099
FDG04,OUT013,3262.958463
FDR26,OUT035,2811.117258
NCT17,OUT018,2710.336999
FDX35,OUT027,5014.380855
FDS12,OUT046,2269.720598
NCZ29,OUT027,3175.621467
FDB38,OUT010,351.1189395
FDP12,OUT013,731.0651179
FDP22,OUT046,930.981456
FDS26,OUT018,3555.955505
FDR52,OUT046,3147.821247
DRJ13,OUT046,2399.214641
FDU48,OUT027,3127.150631
FDE29,OUT035,1117.305088
NCT29,OUT049,1962.046594
DRK37,OUT018,2916.162756
FDK55,OUT046,1313.269037
FDR07,OUT046,1796.200385
FDO21,OUT027,5362.94233
FDK46,OUT049,4262.556142
FDB12,OUT045,1539.444474
FDT31,OUT027,5042.963652
FDJ33,OUT045,1818.505339
FDC26,OUT027,3001.822795
NCQ02,OUT045,2870.366383
FDP08,OUT010,498.7025934
FDB11,OUT027,4905.919834
FDV55,OUT013,2564.527442
FDW20,OUT049,2167.977337
NCJ18,OUT019,349.7241741
FDC41,OUT018,953.7515964
FDE14,OUT027,2784.34598
FDG35,OUT013,2913.983795
FDF45,OUT035,1120.705455
FDS19,OUT027,2516.778724
FDS58,OUT019,373.298672
FDA26,OUT017,4145.180713
FDM32,OUT049,1435.706158
FDL45,OUT046,2108.271038
FDZ55,OUT049,2776.524552
FDY37,OUT049,2130.971836
FDO46,OUT046,2851.454296
FDQ60,OUT046,2125.613375
FDA19,OUT018,1692.469683
FDL15,OUT046,2372.541184
FDM10,OUT018,2834.091731
NCL05,OUT017,750.4439849
DRK49,OUT010,134.6259877
NCE18,OUT027,5776.63467
FDG40,OUT049,771.2478663
DRI59,OUT045,3383.680871
FDK28,OUT035,4423.486053
NCD06,OUT019,168.3473408
FDO11,OUT019,474.5918238
FDK27,OUT046,2072.182831
FDT43,OUT027,1951.179352
FDD38,OUT018,1313.302889
FDA16,OUT049,4060.44959
FDL14,OUT027,4213.06639
NCM17,OUT049,803.5759235
FDD20,OUT045,1827.456087
FDA40,OUT045,1245.991028
FDL43,OUT045,1164.142053
FDV15,OUT045,1563.465456
FDE52,OUT046,1345.620635
NCL17,OUT010,369.3307754
NCJ31,OUT045,3370.066771
FDR60,OUT045,1204.639248
NCA18,OUT035,1893.83361
FDS21,OUT027,2054.66535
FDW09,OUT035,1396.807992
FDL26,OUT035,2826.222259
FDS47,OUT018,1331.687211
FDC39,OUT046,3278.602436
FDT51,OUT035,1808.90046
FDK40,OUT035,4078.723142
NCG19,OUT045,3274.435681
FDZ07,OUT046,1111.418099
FDF08,OUT027,2698.451499
FDO04,OUT013,819.2785627
FDK41,OUT018,1175.388681
FDP15,OUT049,3817.803182
NCD43,OUT018,1530.555888
NCP18,OUT013,2621.610728
FDZ51,OUT046,1553.850662
DRH13,OUT035,1626.694875
FDF38,OUT045,755.8998599
NCI43,OUT045,795.7690891
FDM38,OUT027,2103.668079
FDS03,OUT013,962.0423071
DRJ47,OUT017,2915.760586
FDT50,OUT010,197.362783
FDV02,OUT046,2764.25472
NCG18,OUT017,1792.542068
FDW52,OUT046,2874.246324
FDS40,OUT035,827.2599099
FDN31,OUT017,3085.268973
FDA37,OUT045,1722.623287
FDA15,OUT046,3937.972847
FDL39,OUT046,2857.044103
FDJ53,OUT045,1630.259295
FDX22,OUT013,3404.786351
NCZ42,OUT045,3397.966104
FDD56,OUT027,4593.62759
FDD40,OUT017,3428.031851
FDS50,OUT013,3714.791521
NCN14,OUT013,2954.590424
FDT15,OUT013,3075.735068
NCS18,OUT027,2667.96304
NCO26,OUT010,259.3607706
FDF58,OUT018,928.386829
NCB19,OUT013,1510.727957
FDH26,OUT017,2271.035325
DRB24,OUT027,4118.415011
FDA49,OUT018,1317.38252
FDB32,OUT045,1424.094573
FDI36,OUT017,3224.378322
NCA17,OUT010,375.5759888
FDH22,OUT013,2081.471718
NCM26,OUT018,2323.981569
FDT15,OUT027,5251.204251
FDB16,OUT018,1289.547421
NCP54,OUT027,2987.280677
FDJ36,OUT013,1694.149677
FDO28,OUT045,1704.700641
FDU09,OUT013,786.089906
FDF29,OUT017,2213.097165
FDY08,OUT013,2095.493546
DRJ59,OUT018,687.6999225
FDT23,OUT027,2557.931447
FDU15,OUT018,649.7386035
FDT47,OUT013,1752.462599
FDI53,OUT019,413.0743032
FDR59,OUT018,3289.448639
FDD53,OUT035,763.9235696
FDY51,OUT017,3475.865623
FDT04,OUT049,740.6811755
FDU51,OUT049,2886.162721
FDG14,OUT035,2604.68419
NCU06,OUT045,3502.490286
DRG25,OUT046,2932.70074
DRH49,OUT035,1253.275818
FDN15,OUT035,1968.916486
FDL43,OUT018,1038.097587
NCT18,OUT049,3521.071743
NCB31,OUT013,3841.591909
FDK57,OUT035,1906.152228
FDY04,OUT019,410.2227247
NCP54,OUT046,2047.33682
FDF41,OUT013,3861.186444
FDM01,OUT045,1442.498491
FDW03,OUT045,1684.199521
FDF28,OUT045,1770.682269
FDY37,OUT017,2338.046286
FDQ03,OUT017,3786.985162
FDP51,OUT027,2864.846189
FDJ40,OUT017,1868.761537
FDC32,OUT049,1448.593322
DRI49,OUT027,2423.6771
NCW54,OUT017,889.3952149
FDF09,OUT017,799.9554936
FDP45,OUT018,3031.34017
DRJ23,OUT018,2850.473203
FDS59,OUT017,1897.644995
FDY08,OUT046,2204.585107
FDX16,OUT049,2614.61781
FDY16,OUT018,2548.497756
FDK32,OUT035,2616.906085
FDQ22,OUT013,717.499117
NCC31,OUT018,2581.786095
FDG58,OUT049,2536.9672
DRF48,OUT013,3013.110268
DRH36,OUT049,1174.02305
NCR30,OUT035,1383.482152
FDB03,OUT019,557.3191395
FDZ28,OUT027,3107.340257
FDR35,OUT017,3462.447341
DRD15,OUT027,5622.671908
FDJ33,OUT019,288.1301466
FDA56,OUT010,224.7436241
FDP56,OUT046,902.0336314
NCT30,OUT046,904.6916921
FDK15,OUT017,1746.912666
FDH44,OUT018,2134.801672
FDV01,OUT013,2647.695302
DRG03,OUT017,2415.894249
FDG50,OUT027,2660.976701
FDR16,OUT010,565.8965282
FDZ60,OUT046,1572.436393
DRG03,OUT045,2337.802819
FDS56,OUT018,3445.628739
FDU33,OUT045,842.9773541
DRD27,OUT035,1464.592917
FDW22,OUT046,3393.230646
DRA24,OUT045,2613.476246
FDF38,OUT049,803.4241452
FDX48,OUT013,2488.013111
FDS58,OUT018,2556.571142
FDC32,OUT046,1414.044356
NCQ29,OUT045,3736.166771
DRK39,OUT018,1260.791435
NCS38,OUT017,1884.505856
DRO47,OUT013,2037.506054
DRG27,OUT027,1763.365601
FDC57,OUT027,5231.249847
FDS55,OUT046,2536.268702
NCJ06,OUT018,1799.928807
FDO01,OUT019,343.3825996
NCM55,OUT045,2732.118782
FDC52,OUT049,2608.18156
FDQ15,OUT045,1404.350635
NCT30,OUT027,1838.651253
NCR42,OUT027,1593.999659
FDD28,OUT035,893.2496445
FDQ34,OUT049,1721.922254
FDZ12,OUT027,3195.995251
DRE13,OUT019,217.6419642
NCN07,OUT019,246.6635727
FDM28,OUT035,3010.822396
FDI10,OUT017,2816.290785
FDQ25,OUT013,2765.835358
FDA38,OUT010,535.4802334
DRI13,OUT049,3683.148938
FDY20,OUT027,2724.355257
NCZ53,OUT035,3069.352807
NCM31,OUT013,2602.639168
DRB01,OUT017,3027.647918
DRF37,OUT046,3730.661866
NCF42,OUT049,3111.698557
FDF16,OUT018,2062.202786
FDB41,OUT013,730.0710099
FDR34,OUT013,3966.183979
FDR15,OUT018,2321.496505
NCV42,OUT019,321.3187519
FDW51,OUT035,3405.365797
FDU36,OUT017,1700.608756
FDX60,OUT049,1238.40081
FDY03,OUT035,1803.224849
FDW55,OUT045,4026.641591
FDT01,OUT010,559.9117184
FDG58,OUT013,2655.12174
FDK21,OUT017,4427.510155
NCS41,OUT019,480.3101821
FDS10,OUT045,2806.571913
NCT53,OUT046,2613.695004
FDJ28,OUT018,2576.788395
FDX44,OUT045,1310.416237
FDT20,OUT018,659.1277765
FDO44,OUT017,1744.288902
NCX17,OUT049,3252.135307
FDY01,OUT017,2139.660285
FDJ12,OUT027,5230.840588
DRK35,OUT018,710.3796549
FDD47,OUT019,425.7186441
NCM53,OUT035,1776.93087
FDO45,OUT013,1430.437948
NCM42,OUT010,265.2975565
FDE04,OUT046,2809.953141
NCI30,OUT027,5715.123842
FDZ19,OUT013,2764.186191
FDW57,OUT013,2890.905462
FDA25,OUT013,1681.452361
FDT22,OUT046,992.3031989
FDP51,OUT013,1980.513756
FDD48,OUT027,2847.694796
FDY39,OUT035,3020.557677
FDO48,OUT010,470.0071994
FDD23,OUT027,4971.982522
DRN35,OUT027,1627.91473
FDT01,OUT035,3528.048943
FDC20,OUT010,184.9709902
DRJ35,OUT035,1109.927092
FDB32,OUT046,1443.166413
FDL24,OUT046,3062.591953
NCV42,OUT035,1984.666131
FDZ46,OUT046,1785.025838
FDC15,OUT013,2347.843359
FDD08,OUT019,149.7367783
FDY50,OUT049,1385.173524
FDD36,OUT013,2112.892231
FDG57,OUT027,1935.871054
FDL21,OUT018,768.4430789
FDN16,OUT027,2728.970408
FDJ09,OUT027,1745.295491
FDS01,OUT010,410.5216184
FDV33,OUT017,4346.000692
DRE12,OUT017,1718.976909
FDR07,OUT013,1826.093825
FDP48,OUT010,402.7960173
NCB55,OUT035,936.534407
FDQ08,OUT013,970.1254715
FDR34,OUT035,4492.341715
FDO33,OUT046,1824.021903
FDP13,OUT045,822.0954918
FDX12,OUT049,3999.170187
NCT06,OUT049,3058.445281
FDR16,OUT019,549.1276338
FDE36,OUT046,3079.134584
FDZ36,OUT049,3520.312445
FDV13,OUT045,1432.553214
NCZ17,OUT035,769.3413562
FDU56,OUT045,2765.998748
FDM09,OUT035,3058.094554
FDV02,OUT017,2899.015193
FDS34,OUT018,1622.824809
FDA11,OUT049,1488.407555
FDP09,OUT017,4040.594362
FDB29,OUT027,2901.86111
FDT19,OUT017,2744.067314
DRH15,OUT017,783.1115499
FDY38,OUT046,3498.864036
FDF14,OUT027,3760.870799
FDN48,OUT010,208.2938801
FDQ12,OUT013,3795.510885
NCJ43,OUT045,2791.968249
FDE17,OUT019,323.2168355
FDB05,OUT035,4114.036916
FDH10,OUT045,2347.00192
NCR06,OUT017,740.7685059
FDU32,OUT018,1615.911381
FDD56,OUT049,2972.412612
FDO36,OUT018,2681.004409
FDH16,OUT010,192.5974587
FDX10,OUT018,756.0009141
FDZ37,OUT017,1375.490566
FDU31,OUT010,486.1426994
DRC49,OUT049,2041.629222
FDL15,OUT045,2804.211103
FDN32,OUT019,465.7357363
DRH59,OUT027,2160.062216
NCU29,OUT049,2560.01123
FDR37,OUT019,517.1735073
FDS14,OUT018,2211.704999
FDU02,OUT027,5454.351041
FDJ08,OUT035,2986.517719
NCZ06,OUT045,3319.383055
FDO31,OUT049,1323.747272
FDH31,OUT018,1329.209373
FDS58,OUT017,2773.168188
NCA53,OUT027,1802.776007
FDF50,OUT046,3145.483605
NCW42,OUT049,3411.914292
NCQ17,OUT045,2429.08823
FDK51,OUT018,3645.153525
NCW41,OUT010,428.4544085
NCR29,OUT017,866.348444
FDB08,OUT019,361.7332877
FDA40,OUT027,2446.524118
FDL14,OUT018,2439.047815
FDB47,OUT046,3483.006057
FDO03,OUT035,3730.03504
DRK13,OUT019,438.5558321
FDX13,OUT010,517.278906
FDF52,OUT046,3059.65009
FDT11,OUT013,2965.236784
FDB08,OUT013,2619.06061
FDQ28,OUT018,2177.703233
FDD29,OUT045,4312.923284
NCQ29,OUT027,5380.369443
NCO02,OUT013,980.8776674
FDR56,OUT010,492.6631985
NCM54,OUT049,2249.346835
FDP51,OUT035,1826.156564
FDT38,OUT013,1208.729081
FDZ20,OUT018,3014.832751
FDJ53,OUT013,1813.116997
FDX13,OUT049,4155.015547
FDP58,OUT035,3858.371348
NCK31,OUT019,155.0347007
FDA35,OUT018,1535.099051
FDV37,OUT018,2807.954525
NCO07,OUT027,4598.120019
FDA20,OUT045,2723.812289
FDZ59,OUT035,2839.637278
NCY17,OUT017,917.5176135
FDQ28,OUT035,2653.542136
FDV35,OUT017,2582.536006
FDQ36,OUT013,722.3506235
FDD34,OUT018,2632.873542
FDK51,OUT045,3983.793334
FDV31,OUT035,2732.549744
FDR04,OUT035,1534.944597
FDR14,OUT049,943.5829289
DRC36,OUT010,454.7985655
FDE39,OUT019,272.6342063
FDP57,OUT049,1853.94543
FDE57,OUT046,2189.028762
NCN18,OUT046,1718.492937
NCQ05,OUT018,2338.925722
FDW47,OUT035,1945.384789
FDV46,OUT035,2140.571338
NCP29,OUT045,1035.826878
FDE09,OUT018,1499.157877
NCU06,OUT027,5415.371457
FDT19,OUT010,460.2685988
DRF15,OUT017,2371.546941
DRI51,OUT013,2722.643834
NCX54,OUT013,1753.508604
DRE01,OUT013,3976.704615
NCB07,OUT045,2811.04104
FDU50,OUT035,1728.820347
FDG40,OUT035,753.7870317
FDW10,OUT018,2602.676752
FDX51,OUT013,3094.950029
NCP17,OUT045,1075.783464
FDP21,OUT035,3168.567949
FDL04,OUT045,1523.316151
FDV23,OUT013,1995.23856
FDF24,OUT046,1391.083176
FDH56,OUT027,3234.731105
FDB51,OUT049,977.0708469
FDI58,OUT027,2741.630032
FDR20,OUT013,865.7829316
FDC51,OUT018,1625.1221
FDB16,OUT027,2471.380239
FDE40,OUT049,980.0041823
NCM17,OUT035,867.9396753
FDU56,OUT035,3222.697131
FDS32,OUT019,302.4642009
FDX02,OUT049,3394.748197
FDT39,OUT027,4028.633897
FDE35,OUT017,923.0251966
NCI42,OUT019,506.0899108
DRL23,OUT046,1823.598049
FDA10,OUT046,2006.094195
FDA11,OUT013,1486.3798
NCM06,OUT046,2475.110918
NCT05,OUT035,4216.891583
NCQ02,OUT010,508.1829074
NCY06,OUT049,2278.377925
FDY56,OUT035,4157.954428
FDL02,OUT035,1963.954083
NCI06,OUT035,3206.658123
FDQ14,OUT045,2197.673423
FDQ12,OUT017,3610.855576
FDP36,OUT046,891.5447619
FDK21,OUT027,5640.59322
FDO40,OUT045,2604.318703
NCK54,OUT019,295.7052041
FDY09,OUT018,2722.702987
NCW30,OUT049,3826.667729
NCC55,OUT027,1647.438021
FDE58,OUT018,1712.64047
FDR39,OUT013,3222.78999
FDU28,OUT049,3243.614994
FDH08,OUT017,3690.252758
FDG35,OUT045,2934.472033
FDG22,OUT049,829.7497323
FDC34,OUT035,2931.715833
FDP15,OUT018,3522.686101
FDK34,OUT010,534.581537
FDU45,OUT035,2020.800424
FDQ04,OUT027,1674.19756
FDX22,OUT018,2771.01608
FDB45,OUT017,1782.907915
NCH43,OUT027,5305.089903
DRE60,OUT046,3472.593357
FDD17,OUT027,5629.145491
NCM54,OUT017,2079.078546
NCH55,OUT013,1978.409378
NCT06,OUT017,2837.199872
FDA48,OUT027,5131.875144
FDY58,OUT027,5546.16058
FDO25,OUT045,3424.225334
FDN50,OUT045,1535.998741
FDH35,OUT035,3206.080112
FDK09,OUT045,3582.008263
FDO16,OUT013,1584.271525
FDW11,OUT045,1082.358605
FDU47,OUT027,3188.287071
NCQ42,OUT010,255.3025706
FDK55,OUT027,2830.282072
FDN08,OUT049,1882.160569
FDT57,OUT045,3675.659148
FDJ12,OUT018,2934.107183
DRL59,OUT017,881.6302906
NCN53,OUT046,954.9514881
FDO51,OUT010,147.4411833
FDK56,OUT017,2940.722636
FDY12,OUT035,854.3222832
FDU15,OUT035,868.4563318
FDQ19,OUT046,3516.215418
DRF15,OUT045,2420.712585
DRE25,OUT019,216.1578071
FDK57,OUT018,1703.315171
FDD33,OUT010,534.1058794
FDR34,OUT027,5462.46125
FDU04,OUT045,1791.292528
FDE35,OUT019,195.6715335
NCD31,OUT035,3133.681501
FDJ56,OUT035,1962.020843
NCU53,OUT046,2607.236032
FDD39,OUT035,3743.285841
NCU17,OUT019,280.2272305
FDJ20,OUT046,2079.032127
NCW41,OUT018,2495.987768
FDL52,OUT035,796.7834296
FDS39,OUT035,2184.971322
DRJ47,OUT045,2843.561695
FDP13,OUT010,156.9940292
DRK39,OUT010,180.2900397
FDF28,OUT010,242.7704219
FDB09,OUT045,1744.030791
FDM51,OUT046,1633.479419
DRM49,OUT018,766.3663826
DRF23,OUT013,2745.633439
DRH01,OUT035,2959.377486
FDH12,OUT027,2704.900278
FDA28,OUT019,260.7040882
FDW37,OUT018,1266.826268
FDF02,OUT046,1795.528726
DRL37,OUT046,768.7554049
NCF43,OUT046,2047.173643
FDH08,OUT010,499.0693864
FDR34,OUT019,518.7607558
NCK19,OUT049,3503.623521
NCD55,OUT018,701.9244802
FDT27,OUT049,3597.421797
FDQ57,OUT045,2284.325458
FDA47,OUT035,2696.5223
DRG15,OUT027,2193.344122
FDE05,OUT018,2012.001914
FDN46,OUT046,1709.023777
FDX27,OUT027,2730.627609
FDT51,OUT045,1696.436653
FDU33,OUT013,764.8006052
FDJ16,OUT027,1933.017162
FDD20,OUT019,298.6604801
FDT36,OUT049,746.5517662
DRF15,OUT027,3819.799897
FDN52,OUT010,204.1781486
FDC22,OUT027,5145.886035
FDX15,OUT045,2803.385186
FDT13,OUT013,3437.225028
FDU04,OUT017,2092.706555
FDU31,OUT019,436.4007784
FDW59,OUT027,2488.788654
NCO29,OUT046,2572.076501
FDL15,OUT035,2732.497099
FDI41,OUT049,2516.486451
FDQ48,OUT049,1660.401062
DRI39,OUT013,770.1324401
FDI08,OUT013,4286.196959
FDC21,OUT049,1729.733497
FDF58,OUT035,1231.966993
FDS08,OUT010,428.5500518
FDE47,OUT045,1854.659826
NCP18,OUT019,307.4898988
NCR41,OUT013,1471.426665
FDA27,OUT013,3592.373405
FDA43,OUT035,3137.920676
FDA49,OUT045,1491.477774
NCE55,OUT018,2449.002632
DRM49,OUT027,1751.542653
FDF22,OUT027,5271.118
FDQ15,OUT018,1158.909218
NCS54,OUT017,3149.430635
NCY05,OUT013,673.2836345
FDR45,OUT046,3419.529884
FDK57,OUT049,2131.68176
FDF41,OUT010,554.3875061
FDV21,OUT046,2230.800196
FDD51,OUT046,806.1704124
FDF33,OUT046,2003.366807
FDA38,OUT046,3682.329487
FDR56,OUT045,3061.070204
NCN41,OUT017,1985.003344
FDC60,OUT027,2582.117066
FDB47,OUT045,3016.182243
DRH01,OUT013,3038.039532
FDW08,OUT046,1618.070951
FDF38,OUT027,1803.456418
FDY32,OUT017,2564.831579
FDG34,OUT049,1786.90888
FDG47,OUT019,532.5974132
NCF18,OUT035,3097.977986
FDL39,OUT019,495.2268784
NCH55,OUT035,2139.667139
DRJ35,OUT049,929.3801694
FDS44,OUT035,3920.187321
DRE01,OUT018,3624.03327
FDY39,OUT013,3063.981728
FDY32,OUT018,2462.458492
FDR33,OUT027,3016.056093
NCP50,OUT049,1273.149842
FDZ47,OUT018,1427.16807
FDU57,OUT049,2499.666435
FDY44,OUT013,3171.667367
DRH59,OUT018,944.4042031
FDB03,OUT027,5689.15699
FDY46,OUT045,2773.810704
FDM39,OUT045,2505.734834
FDY36,OUT035,1219.39276
NCM55,OUT035,3161.123543
FDJ50,OUT010,203.5710731
DRL60,OUT013,2499.123143
NCJ54,OUT049,3743.880338
FDX59,OUT017,683.3479588
FDI07,OUT013,3142.154964
DRF51,OUT010,161.9996566
FDM14,OUT017,1848.084408
FDP21,OUT045,3137.341216
FDE40,OUT035,1173.324302
FDE05,OUT035,2660.4093
FDM13,OUT027,3092.730614
FDC34,OUT027,3970.253392
NCI55,OUT018,1832.243215
NCE43,OUT018,2422.581499
FDW58,OUT018,1487.580468
FDG60,OUT045,3633.319198
FDV31,OUT017,2602.823088
FDR47,OUT013,2919.283565
FDM60,OUT019,160.3701063
NCF06,OUT018,3035.508174
NCN26,OUT027,2840.918096
FDQ59,OUT049,1390.410266
FDF09,OUT046,861.3333672
NCS06,OUT017,4084.376686
FDT44,OUT046,1896.124375
FDI19,OUT017,3914.243563
FDT22,OUT017,967.1071205
NCF54,OUT027,4530.744932
DRG25,OUT045,2902.850321
FDB59,OUT017,3232.421131
FDQ37,OUT017,3333.534411
FDP56,OUT035,864.914831
FDW44,OUT035,2740.474017
FDJ26,OUT010,503.6438661
FDU43,OUT018,3049.232923
FDW33,OUT045,1512.836056
NCX53,OUT027,3269.107303
FDN56,OUT010,381.9068843
DRF15,OUT049,2523.536961
FDO33,OUT017,1911.604513
FDZ39,OUT010,244.2461893
NCJ19,OUT017,984.7375692
FDU01,OUT035,3140.119471
FDT12,OUT035,3719.979212
NCM18,OUT018,872.073316
FDP19,OUT017,2403.905027
NCR42,OUT049,814.8160056
FDN10,OUT046,1950.757055
FDG44,OUT017,976.6551601
FDQ10,OUT046,2825.75785
DRH13,OUT049,1657.512004
FDT52,OUT013,3926.576672
FDM56,OUT045,1720.548875
NCO43,OUT010,271.9514743
NCV29,OUT035,3050.833771
NCF06,OUT013,3945.470867
FDO50,OUT035,1613.718595
FDT59,OUT013,3974.39914
FDX40,OUT027,1714.532736
FDE50,OUT017,3386.851657
FDX51,OUT017,3158.566834
NCD30,OUT018,1498.643805
FDK15,OUT013,1674.633266
FDL12,OUT045,1080.918738
FDK46,OUT017,4282.121905
DRH49,OUT010,176.9696963
FDQ57,OUT046,2511.626447
FDY59,OUT017,1650.24428
FDO09,OUT018,3516.192811
NCG30,OUT035,1941.314979
FDM09,OUT017,2834.681554
NCN17,OUT027,2911.554265
NCS42,OUT013,1465.846954
FDD02,OUT019,302.4635161
FDE34,OUT013,3233.101801
FDU38,OUT045,2880.936833
FDB33,OUT046,2644.109059
NCJ29,OUT017,1343.062084
FDZ27,OUT035,845.7726362
FDI40,OUT013,1603.063447
FDG22,OUT013,709.8355441
FDT51,OUT017,1806.272642
FDF20,OUT018,2931.485774
FDV50,OUT035,1856.389587
FDT02,OUT049,809.5738339
DRC49,OUT017,2406.535166
FDF26,OUT049,2475.152383
FDV52,OUT035,1773.565546
FDX59,OUT049,829.9212269
FDV25,OUT035,4113.761661
FDW23,OUT027,1776.510771
FDE53,OUT018,1370.709494
FDA19,OUT017,2012.150392
FDH22,OUT046,1985.236089
NCO41,OUT013,1547.433638
FDX12,OUT017,4061.444556
FDF17,OUT013,3127.121621
FDS11,OUT045,3650.731901
FDR51,OUT035,2602.867751
FDT49,OUT010,235.9472473
FDC56,OUT013,1942.742752
FDR13,OUT027,2975.674061
FDQ60,OUT035,2012.537148
FDN38,OUT049,4008.965621
NCL29,OUT013,2430.587857
FDO13,OUT027,4158.8098
FDE26,OUT018,1964.454815
FDA31,OUT010,425.9622219
FDX14,OUT035,1305.027961
FDA34,OUT045,3004.402326
FDF26,OUT013,2421.488231
FDE38,OUT045,2520.300076
DRI11,OUT046,2091.673699
FDQ60,OUT027,2854.231791
FDL21,OUT027,1761.244809
DRC12,OUT027,5095.591485
FDC47,OUT046,3362.59551
FDE57,OUT045,1889.165534
FDT14,OUT045,1908.594879
NCZ53,OUT046,3175.26363
FDE28,OUT018,3674.012369
FDR19,OUT035,2571.345708
NCF54,OUT019,402.7365642
